Transaction Amount,Payment Method,Is Fraudulent,Account Age Days
348.78,PayPal,0,186
110.31,credit card,0,75
119.03,debit card,0,293
835.91,debit card,0,282
391.17,bank transfer,0,277
59.99,credit card,0,296
1464.7,credit card,1,26
390.97,credit card,0,124
218.42,PayPal,0,334
61.96,debit card,0,98
199.76,credit card,0,45
41.79,PayPal,0,164
38.52,debit card,0,41
282.56,bank transfer,0,111
139.21,debit card,0,43
477.03,debit card,0,256
587.74,credit card,0,210
122.9,credit card,0,144
68.23,debit card,0,217
293.05,PayPal,0,121
244.41,credit card,0,214
119.23,bank transfer,0,25
42.43,credit card,0,221
93.12,bank transfer,0,181
27.03,credit card,0,251
168.87,debit card,0,302
267.74,PayPal,0,43
211.22,PayPal,0,220
214.45,credit card,0,182
74.25,debit card,0,325
646.52,credit card,0,99
36.71,PayPal,0,186
50.33,debit card,0,56
334.7,bank transfer,0,62
235.88,bank transfer,0,78
199.56,credit card,0,93
38.16,bank transfer,0,166
148.62,debit card,0,115
22.62,credit card,0,60
255.62,credit card,0,102
241.89,bank transfer,0,331
38.14,bank transfer,0,296
59.89,debit card,0,145
320.29,bank transfer,0,314
147.87,credit card,0,3
42.45,debit card,0,284
477.87,bank transfer,0,106
459.96,PayPal,0,249
26.09,bank transfer,0,169
570.32,bank transfer,0,112
20.73,bank transfer,0,317
14.14,credit card,0,182
426.12,credit card,0,343
106.85,credit card,0,291
78.88,credit card,0,128
24.04,PayPal,0,253
106.29,bank transfer,0,333
112.66,bank transfer,0,69
175.39,bank transfer,0,301
1759.35,PayPal,1,90
796.0500000000001,PayPal,1,169
95.85,PayPal,0,282
181.21,PayPal,0,187
236.5,debit card,0,247
185.33,bank transfer,0,215
70.24,bank transfer,0,358
403.5,credit card,0,220
67.46,credit card,0,150
129.54,bank transfer,0,86
64.6,credit card,0,244
132.25,bank transfer,0,25
22.18,credit card,0,270
56.98,credit card,0,192
84.13,bank transfer,0,29
243.58,debit card,0,75
30.05,credit card,0,235
114.04,debit card,0,131
283.7,credit card,0,14
629.11,debit card,0,116
304.39,credit card,0,87
529.62,debit card,0,300
272.01,credit card,0,145
179.72,PayPal,0,240
33.8,PayPal,0,187
234.1,PayPal,0,307
627.12,debit card,0,335
177.38,PayPal,0,158
144.54,credit card,0,276
128.78,PayPal,0,203
508.21,credit card,0,51
121.37,PayPal,0,342
433.43,PayPal,0,42
449.47,debit card,0,205
15.99,PayPal,0,58
376.91,debit card,0,337
128.08,PayPal,0,244
230.28,bank transfer,0,61
18.53,debit card,0,274
184.5,debit card,0,17
491.65,credit card,0,213
266.78,PayPal,0,180
173.76,debit card,0,238
75.95,credit card,0,172
13.73,debit card,0,362
35.53,debit card,0,165
60.27,bank transfer,0,353
367.18,bank transfer,0,211
72.64,credit card,0,65
225.85,PayPal,0,143
183.28,debit card,0,42
104.1,credit card,0,114
40.83,credit card,0,274
192.0,debit card,0,37
72.41,bank transfer,0,262
163.86,debit card,0,251
219.7,PayPal,0,322
468.09,debit card,0,324
32.05,credit card,0,159
237.74,credit card,0,328
80.51,debit card,0,126
38.38,debit card,0,211
346.55,credit card,0,299
82.42,bank transfer,0,194
216.61,bank transfer,0,220
75.77,PayPal,0,341
29.38,credit card,0,339
340.06,PayPal,1,28
51.78,debit card,0,210
367.74,PayPal,0,323
126.24,PayPal,0,148
650.31,credit card,0,347
209.61,bank transfer,0,287
28.11,PayPal,0,182
300.58,PayPal,0,133
145.28,debit card,0,252
147.29,bank transfer,0,127
48.25,bank transfer,0,60
381.76,credit card,0,117
450.92,debit card,0,123
522.84,bank transfer,0,134
124.27,credit card,0,83
68.88,PayPal,0,7
665.16,PayPal,0,108
13.2,debit card,0,212
407.62,bank transfer,0,223
68.15,PayPal,0,41
771.84,credit card,0,306
18.68,PayPal,1,21
128.14,credit card,0,308
155.04,credit card,0,273
90.05,credit card,0,364
83.74,bank transfer,0,202
332.46,credit card,0,125
88.42,debit card,0,329
57.0,bank transfer,0,286
31.61,bank transfer,0,168
93.39,debit card,0,306
26.35,credit card,0,356
16.93,bank transfer,0,292
866.02,PayPal,0,356
55.62,bank transfer,0,233
97.23,credit card,0,34
77.61,debit card,0,117
99.25,credit card,0,51
178.99,bank transfer,0,211
21.7,debit card,0,22
120.44,PayPal,0,248
31.26,debit card,0,338
446.29,bank transfer,0,307
80.99,debit card,0,361
66.93,credit card,0,356
31.56,bank transfer,0,108
142.44,credit card,0,268
331.17,credit card,0,364
54.9,bank transfer,0,165
312.61,debit card,0,39
182.34,PayPal,0,268
384.18,bank transfer,0,183
36.16,PayPal,0,69
13.06,credit card,0,191
78.89,debit card,0,338
11.12,debit card,0,11
47.32,PayPal,0,301
762.23,credit card,0,28
358.77,PayPal,0,318
393.38,debit card,0,172
247.65,debit card,0,21
46.86,debit card,0,320
228.66,debit card,0,266
161.35,PayPal,0,65
58.95,bank transfer,0,360
62.47,bank transfer,0,92
141.82,credit card,0,81
143.26,PayPal,0,5
211.81,bank transfer,0,12
38.33,credit card,0,11
70.14,debit card,0,326
215.41,credit card,0,326
682.25,credit card,0,197
98.65,PayPal,0,146
167.95,credit card,0,261
374.95,debit card,1,345
37.86,debit card,0,296
491.52,credit card,0,287
47.21,debit card,0,183
561.67,debit card,0,106
316.6,credit card,0,216
858.3,credit card,0,16
811.53,debit card,0,191
74.62,PayPal,0,350
427.51,credit card,0,304
235.82,PayPal,0,190
233.27,credit card,0,249
360.68,PayPal,0,46
26.72,bank transfer,0,93
233.2,bank transfer,0,323
312.17,credit card,0,231
780.38,credit card,0,146
45.35,credit card,0,36
181.77,bank transfer,0,342
225.32,debit card,0,354
67.7,credit card,0,294
469.86,debit card,0,135
327.27,bank transfer,0,178
137.12,credit card,0,173
246.25,PayPal,0,154
113.13,credit card,0,323
99.21,credit card,0,135
102.96,credit card,0,75
291.83,bank transfer,0,194
197.41,debit card,0,245
78.01,debit card,0,279
269.75,credit card,0,346
49.18,PayPal,0,94
26.9,credit card,0,224
81.95,PayPal,0,343
192.78,credit card,0,35
28.37,debit card,0,8
449.64,credit card,0,200
112.89,bank transfer,0,23
35.65,credit card,0,343
29.58,bank transfer,0,241
288.94,debit card,0,326
157.05,credit card,0,26
125.45,PayPal,0,309
99.94,debit card,0,76
219.72,bank transfer,0,307
130.39,bank transfer,1,26
394.98,PayPal,1,3
142.77,bank transfer,0,165
313.88,credit card,0,353
491.57,credit card,0,283
31.67,PayPal,0,168
454.15,PayPal,0,353
115.09,credit card,0,116
88.76,debit card,0,350
85.14,credit card,0,43
28.16,bank transfer,1,3
24.9,credit card,0,344
57.42,PayPal,0,279
146.8,PayPal,0,282
106.41,bank transfer,0,174
348.25,credit card,1,14
151.98,bank transfer,0,352
137.57,PayPal,0,189
101.21,credit card,0,78
71.25,PayPal,0,358
69.88,credit card,0,275
72.81,PayPal,0,314
153.07,credit card,0,325
299.55,bank transfer,0,337
60.61,PayPal,0,26
72.64,bank transfer,0,330
91.54,bank transfer,0,321
286.0,bank transfer,0,357
121.59,credit card,0,308
366.47,bank transfer,0,56
62.48,bank transfer,0,173
50.53,debit card,0,140
305.32,bank transfer,0,119
18.37,debit card,0,286
464.0,PayPal,0,18
123.75,credit card,0,324
251.32,debit card,0,129
55.34,bank transfer,0,203
11.58,PayPal,0,127
184.62,debit card,0,195
107.83,PayPal,0,190
17.78,bank transfer,0,309
693.51,PayPal,0,92
235.79,debit card,0,168
179.04,credit card,1,18
99.73,PayPal,0,104
149.04,credit card,0,116
151.44,debit card,1,10
417.38,credit card,0,343
130.46,credit card,0,228
472.05,credit card,0,54
449.31,debit card,0,84
169.52,debit card,0,47
225.66,PayPal,0,136
18.82,bank transfer,0,102
141.54,credit card,0,78
99.12,bank transfer,0,337
46.3,bank transfer,0,74
90.62,debit card,0,68
13.6,bank transfer,0,344
321.88,bank transfer,0,178
47.36,PayPal,0,302
134.0,credit card,0,271
253.69,PayPal,0,179
54.41,bank transfer,0,127
180.7,debit card,0,356
10.77,bank transfer,0,324
42.1,bank transfer,0,86
281.07,PayPal,0,330
420.42,credit card,0,224
40.01,PayPal,0,242
421.43,credit card,0,54
455.12,credit card,0,296
521.44,bank transfer,0,341
33.33,PayPal,0,115
60.05,PayPal,0,226
239.23,debit card,0,118
97.83,debit card,0,200
63.81,debit card,0,8
115.82,debit card,0,354
120.93,credit card,0,354
115.38,bank transfer,0,157
44.43,debit card,0,103
149.14,bank transfer,0,122
98.05,PayPal,0,126
247.25,debit card,0,137
254.46,debit card,0,351
57.96,bank transfer,0,175
132.42,bank transfer,0,2
28.36,debit card,0,345
273.29999999999995,PayPal,1,1
214.52,bank transfer,0,191
51.08,PayPal,0,92
181.58,PayPal,0,169
118.2,debit card,0,255
151.65,bank transfer,0,164
153.89,PayPal,0,179
186.13,debit card,0,290
36.85,bank transfer,0,232
12.14,debit card,0,4
396.72,bank transfer,0,250
1477.65,credit card,1,203
281.71,credit card,0,19
256.32,debit card,0,179
253.51,PayPal,0,178
85.93,debit card,0,299
666.51,credit card,0,248
97.29,credit card,0,245
136.52,credit card,0,86
510.13,debit card,0,253
669.56,credit card,0,254
114.71,bank transfer,0,313
46.06,bank transfer,0,121
949.42,credit card,0,47
99.17,credit card,0,277
254.76,bank transfer,0,288
169.31,credit card,0,303
57.03,PayPal,0,237
255.51,credit card,0,22
183.83,credit card,0,169
88.56,bank transfer,0,330
225.45,PayPal,0,315
44.05,debit card,0,258
17.69,debit card,0,266
169.22,debit card,0,143
155.96,debit card,0,159
206.05,debit card,0,79
74.89,credit card,0,39
77.59,debit card,0,98
51.22,bank transfer,0,202
43.5,debit card,0,251
29.57,debit card,0,190
367.12,debit card,0,175
19.54,PayPal,0,311
26.41,credit card,0,51
15.47,debit card,0,77
179.95,bank transfer,0,184
114.11,PayPal,0,360
327.77,PayPal,0,338
308.84,credit card,0,177
13.45,debit card,0,256
235.37,credit card,0,327
464.37,debit card,0,26
170.38,credit card,0,130
186.19,PayPal,0,31
326.61,bank transfer,0,43
20.14,PayPal,0,198
22.58,bank transfer,0,15
207.62,PayPal,0,60
157.06,bank transfer,0,177
239.7,debit card,0,291
127.64,credit card,0,188
321.79,debit card,0,283
31.17,debit card,0,168
54.53,bank transfer,0,106
86.25,debit card,0,47
18.73,bank transfer,0,173
384.07,credit card,0,49
824.58,PayPal,0,339
82.63,PayPal,1,332
35.55,debit card,0,339
69.41,PayPal,0,111
130.96,PayPal,0,221
701.0,debit card,0,27
44.32,credit card,0,327
22.92,debit card,0,48
428.36,bank transfer,0,327
73.96,credit card,1,244
508.05,bank transfer,0,116
91.21,credit card,0,223
567.04,debit card,0,47
19.11,credit card,0,249
58.67,bank transfer,0,278
21.13,PayPal,0,3
110.24,debit card,0,287
506.52,debit card,0,40
119.8,debit card,0,209
595.61,bank transfer,1,8
72.35,credit card,0,269
72.96,PayPal,0,197
166.68,bank transfer,0,258
151.75,bank transfer,0,228
193.47,PayPal,0,129
135.43,debit card,0,185
853.1,PayPal,1,195
77.89,PayPal,0,97
44.81,debit card,0,2
239.39,debit card,0,260
295.02,credit card,0,337
550.95,credit card,1,16
31.4,credit card,0,333
36.18,credit card,0,213
93.16,bank transfer,0,348
208.38,debit card,0,293
13.92,PayPal,0,209
86.87,PayPal,0,254
402.87,debit card,0,275
156.01,bank transfer,0,323
111.92,bank transfer,0,259
139.89,bank transfer,0,252
13.87,PayPal,0,276
508.96,credit card,0,147
35.83,PayPal,0,278
23.46,bank transfer,0,298
127.57,PayPal,0,293
89.52,credit card,0,121
140.23,debit card,0,283
27.49,bank transfer,0,10
13.38,PayPal,0,173
13.39,credit card,0,252
618.02,debit card,0,115
50.63,debit card,0,217
30.67,credit card,0,253
131.36,PayPal,0,43
284.98,bank transfer,0,287
253.46,debit card,0,171
227.9,credit card,0,362
112.14,debit card,0,166
90.85,credit card,0,330
169.97,debit card,1,88
136.9,bank transfer,0,7
60.74,PayPal,0,7
511.61,PayPal,0,9
20.85,debit card,0,281
564.1,PayPal,0,24
34.96,credit card,0,36
207.36,PayPal,0,351
53.97,bank transfer,0,348
18.72,PayPal,0,155
138.43,PayPal,0,20
122.68,PayPal,0,341
44.62,credit card,0,340
331.51,bank transfer,0,250
84.51,credit card,0,63
212.77,credit card,0,24
70.45,debit card,1,111
57.22,PayPal,0,294
17.12,bank transfer,0,21
94.81,PayPal,0,288
80.79,PayPal,0,298
560.5,credit card,0,224
171.3,debit card,0,206
385.08,PayPal,0,330
674.36,bank transfer,0,57
125.13,PayPal,0,323
184.11,debit card,0,259
32.12,credit card,0,218
88.4,debit card,0,305
315.48,bank transfer,0,256
135.38,debit card,0,225
190.87,PayPal,0,121
112.84,debit card,0,21
177.11,bank transfer,0,309
29.76,bank transfer,0,123
208.28,PayPal,0,293
282.95,bank transfer,0,317
106.03,credit card,0,46
44.81,debit card,0,127
131.36,debit card,0,276
61.68,credit card,1,24
712.64,bank transfer,0,147
26.35,debit card,0,105
50.23,credit card,0,62
84.08,debit card,0,50
1062.79,credit card,0,137
308.64,debit card,0,336
14.51,bank transfer,0,100
532.48,PayPal,0,166
123.37,debit card,0,133
65.05,credit card,0,288
523.64,PayPal,0,155
91.06,PayPal,0,207
78.94,bank transfer,0,86
78.2,debit card,1,10
129.91,credit card,0,271
17.45,debit card,0,208
39.92,bank transfer,0,38
153.95,credit card,0,193
124.28,debit card,0,188
50.05,credit card,0,248
178.17,credit card,0,254
32.72,debit card,0,267
217.1,bank transfer,0,324
246.76,credit card,0,68
23.2,PayPal,0,278
69.04,credit card,0,278
74.55,PayPal,0,58
54.08,PayPal,0,7
106.41,debit card,0,56
130.54,debit card,0,320
103.61,bank transfer,0,262
76.0,bank transfer,0,211
42.51,PayPal,0,254
630.4,PayPal,1,87
317.24,PayPal,0,56
46.11,debit card,0,354
218.2,credit card,0,273
33.71,PayPal,0,51
154.6,debit card,0,103
63.95,debit card,0,345
32.91,PayPal,0,240
60.09,credit card,0,346
408.83,bank transfer,0,202
116.34,PayPal,0,262
478.37,debit card,0,334
590.94,credit card,0,61
188.34,debit card,0,242
672.05,credit card,0,220
115.1,credit card,0,105
329.71,debit card,1,4
101.41,bank transfer,0,225
27.61,PayPal,0,276
70.38,credit card,0,344
1071.07,bank transfer,0,9
80.92,credit card,0,20
167.29,bank transfer,0,346
241.11,credit card,0,334
244.59,debit card,0,201
73.2,debit card,0,146
117.14,bank transfer,0,81
396.95,PayPal,1,243
574.3,PayPal,0,89
4151.75,credit card,1,1
370.63,bank transfer,0,238
283.66,bank transfer,0,212
52.1,bank transfer,0,135
118.02,debit card,0,329
241.09,bank transfer,0,43
75.31,PayPal,0,224
189.31,debit card,0,354
304.49,bank transfer,0,66
55.15,credit card,0,271
161.12,debit card,0,204
557.71,debit card,0,113
336.85,debit card,0,62
43.3,debit card,0,66
457.5,bank transfer,0,2
53.04,PayPal,0,202
64.08,credit card,0,312
30.36,credit card,0,334
231.87,bank transfer,0,232
248.33,bank transfer,0,75
898.97,debit card,0,251
137.96,credit card,0,59
50.67,credit card,0,140
142.03,bank transfer,0,79
509.13,debit card,0,26
111.81,credit card,0,148
69.96,debit card,0,254
48.87,credit card,0,10
240.28,debit card,0,127
163.75,PayPal,0,166
12.26,PayPal,0,306
184.28,PayPal,0,26
126.73,credit card,0,359
212.81,debit card,0,316
206.75,credit card,0,165
205.09,credit card,0,300
67.27,bank transfer,0,214
10.14,PayPal,0,145
86.45,bank transfer,0,344
40.83,bank transfer,0,355
16.36,PayPal,0,260
204.41,bank transfer,0,207
11.65,PayPal,0,314
419.47,credit card,0,307
242.47,debit card,0,29
85.98,credit card,0,143
85.98,debit card,0,78
113.94,credit card,0,338
212.77,bank transfer,0,347
28.91,bank transfer,0,100
36.9,PayPal,0,320
21.64,bank transfer,0,155
59.71,debit card,0,285
168.79,credit card,0,169
221.08,PayPal,0,337
461.35,credit card,0,51
68.32,bank transfer,0,23
53.62,credit card,0,349
155.87,PayPal,0,163
79.09,bank transfer,0,296
69.19,PayPal,0,329
100.49,PayPal,0,169
264.28,credit card,0,184
178.64,credit card,0,333
106.4,credit card,0,287
143.77,PayPal,0,306
340.47,PayPal,0,275
79.72,bank transfer,0,266
208.63,bank transfer,0,362
303.16,PayPal,0,245
264.11,debit card,0,186
112.24,bank transfer,0,305
444.51,PayPal,0,135
145.7,debit card,0,252
216.04,PayPal,1,85
113.97,credit card,0,315
336.77,credit card,0,134
45.61,PayPal,0,234
38.05,bank transfer,0,350
88.9,debit card,0,311
384.63,bank transfer,0,114
51.44,PayPal,0,299
260.6,credit card,0,331
135.93,PayPal,0,28
26.99,bank transfer,0,170
103.94,PayPal,0,209
305.11,credit card,1,8
24.08,PayPal,0,194
177.06,PayPal,0,82
150.27,credit card,0,176
263.53,credit card,0,162
116.49,bank transfer,0,356
290.03,bank transfer,0,227
821.05,bank transfer,0,295
30.04,debit card,0,244
34.3,PayPal,0,24
34.28,credit card,0,342
116.41,bank transfer,0,260
75.57,debit card,0,131
593.64,debit card,0,258
206.2,debit card,0,69
291.03,PayPal,0,194
32.56,PayPal,0,69
220.27,debit card,0,75
186.1,bank transfer,0,210
59.34,credit card,0,66
55.08,PayPal,0,342
583.93,bank transfer,0,169
228.73,credit card,0,171
29.1,bank transfer,0,47
24.99,PayPal,0,27
305.71,bank transfer,0,217
379.8,bank transfer,0,186
336.19,bank transfer,0,68
55.12,debit card,0,221
32.34,bank transfer,0,146
353.52,bank transfer,0,285
574.85,debit card,0,25
42.97,debit card,0,246
391.41,bank transfer,0,166
310.44,bank transfer,0,153
171.86,bank transfer,0,6
379.25,PayPal,1,1
258.45,credit card,0,107
135.28,PayPal,0,112
81.75,debit card,0,291
103.58,credit card,0,304
316.83,debit card,0,171
561.34,PayPal,0,19
26.93,credit card,0,248
397.56,PayPal,0,136
861.58,PayPal,0,272
39.73,credit card,0,45
225.27,PayPal,0,24
772.5,PayPal,0,3
344.05,debit card,0,262
56.26,credit card,0,103
109.09,credit card,0,114
164.39,debit card,0,112
66.86,bank transfer,0,321
167.07,PayPal,0,133
222.51,bank transfer,0,342
203.08,PayPal,0,254
180.76,credit card,0,207
70.12,bank transfer,0,321
499.67,bank transfer,0,46
62.81,credit card,0,164
23.95,debit card,0,287
115.77,PayPal,0,111
355.7,debit card,0,335
313.01,credit card,1,31
1066.75,bank transfer,1,137
160.67,bank transfer,0,155
32.74,debit card,0,331
643.53,bank transfer,0,81
106.62,debit card,0,142
21.64,bank transfer,0,60
555.59,PayPal,0,180
321.72,bank transfer,0,77
132.52,bank transfer,0,244
388.1,PayPal,1,315
342.37,PayPal,0,325
35.95,PayPal,0,346
339.3,debit card,0,25
168.13,credit card,0,166
14.56,credit card,0,294
178.16,PayPal,0,107
252.94,PayPal,0,206
241.43,debit card,0,254
513.91,bank transfer,0,294
78.88,debit card,0,177
195.75,debit card,0,32
20.67,debit card,0,3
16.77,credit card,0,103
234.38,debit card,0,91
382.1,bank transfer,0,148
83.2,PayPal,0,277
49.34,PayPal,0,328
1055.6,bank transfer,1,2
81.25,PayPal,0,24
406.88,bank transfer,0,357
569.71,credit card,0,188
168.38,bank transfer,0,318
465.98,PayPal,0,271
144.0,PayPal,0,169
203.94,credit card,0,238
778.31,PayPal,0,223
206.04,PayPal,0,109
329.13,PayPal,0,109
563.54,debit card,0,200
30.13,debit card,0,175
655.52,debit card,0,279
191.83,credit card,0,94
75.35,bank transfer,0,306
677.52,credit card,0,72
174.84,bank transfer,0,326
357.26,debit card,0,160
11.95,credit card,0,242
62.34,credit card,0,273
1000.91,bank transfer,0,292
196.92,debit card,0,333
426.73,credit card,0,358
291.62,credit card,0,118
384.71,debit card,0,230
185.01,bank transfer,0,60
307.9,bank transfer,0,12
673.56,PayPal,0,182
24.82,PayPal,0,333
48.6,debit card,0,329
20.37,debit card,0,231
17.42,debit card,0,251
139.03,credit card,0,301
221.03,bank transfer,0,285
164.05,PayPal,0,118
855.5,credit card,1,21
150.5,debit card,0,250
228.44,bank transfer,0,5
155.72,bank transfer,0,334
554.1,credit card,0,244
16.41,credit card,0,194
398.33,credit card,0,311
409.71,debit card,0,253
139.55,bank transfer,0,34
87.65,PayPal,0,43
242.59,debit card,0,16
126.48,bank transfer,0,364
36.12,PayPal,0,256
45.61,bank transfer,0,142
365.58,debit card,0,80
322.35,credit card,0,43
49.94,debit card,0,4
88.45,debit card,0,110
63.28,debit card,0,351
63.96,credit card,0,228
308.32,bank transfer,0,97
516.26,debit card,0,65
78.19,bank transfer,0,354
63.08,credit card,0,146
214.04,credit card,0,77
325.87,debit card,0,349
114.92,credit card,0,241
28.17,debit card,0,84
275.86,credit card,0,43
1116.76,bank transfer,0,253
130.39,credit card,0,244
356.42,bank transfer,0,246
170.82,bank transfer,0,245
149.46,bank transfer,0,72
179.88,bank transfer,0,278
300.5,bank transfer,0,278
212.74,bank transfer,0,229
321.16,credit card,0,202
156.51,bank transfer,0,4
33.86,bank transfer,0,170
714.77,PayPal,0,99
1170.52,PayPal,0,99
295.78,credit card,0,116
112.8,PayPal,0,178
624.41,bank transfer,0,344
185.59,debit card,0,82
332.85,PayPal,0,73
213.52,PayPal,0,273
70.96,credit card,0,337
168.4,debit card,0,123
353.31,bank transfer,0,17
30.83,bank transfer,0,237
71.8,PayPal,0,30
180.48,credit card,0,213
350.17,credit card,0,288
199.67,PayPal,0,274
723.66,bank transfer,0,18
398.71,bank transfer,0,24
112.23,bank transfer,0,320
111.97,PayPal,0,288
107.21,debit card,0,164
31.55,bank transfer,0,205
232.49,bank transfer,0,313
108.89,bank transfer,0,112
534.13,debit card,0,340
168.51,PayPal,0,282
99.48,PayPal,0,6
18.32,PayPal,0,79
39.83,bank transfer,0,22
19.05,PayPal,0,18
26.94,debit card,0,46
28.08,debit card,0,204
49.87,bank transfer,0,289
95.15,bank transfer,0,101
24.49,debit card,0,42
125.22,bank transfer,0,113
23.57,PayPal,0,159
16.47,bank transfer,0,290
73.35,credit card,0,274
63.18,PayPal,0,267
167.78,PayPal,0,231
64.74,PayPal,0,184
129.66,credit card,0,119
362.61,PayPal,0,246
142.87,PayPal,0,111
778.71,credit card,0,24
12.49,credit card,0,283
199.17,debit card,0,86
65.54,bank transfer,0,9
117.94,bank transfer,0,328
200.53,debit card,0,72
206.71,bank transfer,0,341
444.42,bank transfer,0,185
76.0,credit card,0,214
357.64,PayPal,0,26
338.41,debit card,0,102
199.65,PayPal,0,362
1207.74,credit card,0,314
60.17,credit card,0,203
72.06,debit card,0,283
1168.08,debit card,0,125
65.08,PayPal,0,81
509.2000000000001,credit card,1,183
107.34,bank transfer,0,243
63.65,credit card,0,299
310.87,credit card,0,11
126.72,credit card,0,339
193.93,bank transfer,0,220
311.96,PayPal,0,210
211.95,credit card,0,202
228.05,debit card,0,154
410.91,credit card,0,134
60.84,bank transfer,0,241
2588.75,PayPal,1,21
424.89,bank transfer,0,316
156.42,debit card,0,306
311.74,bank transfer,0,186
134.76,debit card,1,328
251.98,debit card,0,279
282.47,bank transfer,0,337
17.49,credit card,0,102
297.14,PayPal,0,221
183.25,PayPal,0,172
59.62,debit card,1,226
80.22,bank transfer,0,11
201.35,PayPal,0,115
96.93,bank transfer,0,50
338.33,PayPal,0,294
11.59,bank transfer,0,252
73.34,PayPal,0,60
34.38,bank transfer,0,84
128.04,debit card,0,150
42.13,PayPal,0,296
55.95,credit card,0,53
264.6,debit card,0,277
36.95,bank transfer,0,119
1991.05,debit card,1,204
44.74,bank transfer,0,247
41.34,credit card,0,306
78.17,PayPal,0,62
107.84,debit card,0,340
16.54,PayPal,0,289
307.11,PayPal,0,71
779.57,PayPal,0,84
131.32,credit card,0,185
48.8,credit card,0,157
268.23,debit card,0,260
61.08,debit card,0,152
94.18,PayPal,0,211
111.85,credit card,0,140
198.2,credit card,0,20
21.26,PayPal,0,28
90.07,bank transfer,0,333
18.76,debit card,0,326
230.34,credit card,0,38
44.13,bank transfer,0,322
42.56,credit card,0,163
421.92,debit card,0,160
111.63,PayPal,0,214
32.0,credit card,0,147
183.29,debit card,0,273
171.86,debit card,0,66
127.55,PayPal,0,139
372.73,PayPal,0,155
28.3,bank transfer,0,142
218.37,bank transfer,0,99
514.84,debit card,0,175
406.22,debit card,0,313
79.86,PayPal,0,90
222.79,PayPal,0,258
59.38,PayPal,0,85
113.94,debit card,0,98
176.35000000000002,PayPal,1,136
18.0,PayPal,0,355
814.79,debit card,0,125
230.77,debit card,0,297
224.34,debit card,0,58
81.83,debit card,0,159
251.68,debit card,0,114
287.61,PayPal,0,344
411.63,bank transfer,0,269
542.8,PayPal,0,172
289.55,bank transfer,0,113
955.15,credit card,1,339
199.87,debit card,0,78
72.28,credit card,0,291
45.26,debit card,0,81
238.12,PayPal,0,330
156.61,debit card,0,288
225.41,bank transfer,0,303
227.49,PayPal,0,111
117.78,bank transfer,0,257
119.81,PayPal,0,6
23.59,debit card,0,335
28.86,PayPal,0,344
19.75,PayPal,0,127
13.36,PayPal,0,53
117.58,credit card,0,76
64.94,credit card,0,105
106.43,credit card,0,53
223.52,credit card,0,321
206.56,PayPal,0,357
458.57,debit card,0,22
189.32,bank transfer,0,190
133.97,debit card,0,234
65.5,credit card,0,156
70.66,debit card,0,250
82.65,debit card,0,185
196.19,PayPal,0,217
358.22,debit card,0,57
140.44,debit card,0,3
86.04,PayPal,0,198
174.38,bank transfer,0,233
200.69,debit card,0,345
63.97,debit card,0,184
38.72,debit card,0,189
51.98,credit card,0,245
127.73,debit card,0,106
191.36,debit card,0,246
375.33,bank transfer,0,61
101.72,PayPal,0,136
107.15,PayPal,0,108
82.51,bank transfer,0,121
401.45,PayPal,0,350
527.12,credit card,0,261
59.35,credit card,0,174
335.39,bank transfer,0,309
225.29,debit card,0,147
634.9,debit card,0,170
86.73,credit card,0,132
545.68,bank transfer,0,313
57.35,bank transfer,0,190
273.65,debit card,0,345
287.43,PayPal,0,159
260.43,credit card,0,79
108.16,PayPal,0,216
695.1999999999999,PayPal,1,30
114.25,credit card,0,172
250.96,credit card,0,342
400.03,debit card,0,141
130.33,credit card,1,11
49.35,credit card,0,272
72.07,bank transfer,0,63
140.01,PayPal,0,144
122.94,debit card,0,191
359.0,PayPal,0,352
479.56,debit card,0,200
118.1,bank transfer,0,90
58.96,debit card,0,364
171.87,PayPal,0,328
87.28,bank transfer,0,251
57.68,bank transfer,0,184
25.43,bank transfer,0,315
11.47,bank transfer,0,185
39.74,bank transfer,0,177
137.1,PayPal,0,2
33.89,bank transfer,0,161
319.32,credit card,0,241
81.34,credit card,0,78
64.94,credit card,0,219
274.1,PayPal,0,34
35.3,bank transfer,0,125
211.12,debit card,0,229
27.86,bank transfer,0,225
35.11,credit card,0,125
105.98,debit card,0,83
160.43,PayPal,0,348
77.5,PayPal,0,184
315.86,bank transfer,0,297
39.19,PayPal,0,313
411.11,credit card,0,259
56.57,credit card,0,270
164.14,debit card,0,174
121.57,PayPal,0,211
30.65,debit card,0,303
391.04,credit card,0,321
12.04,bank transfer,0,147
40.88,debit card,0,133
243.99,bank transfer,0,48
192.85,debit card,0,99
52.38,credit card,0,344
120.7,debit card,0,271
363.29,bank transfer,0,128
225.07,bank transfer,0,328
769.16,debit card,0,21
513.15,debit card,0,88
19.53,credit card,0,245
436.75,PayPal,0,86
144.06,PayPal,0,272
1770.8000000000002,debit card,1,5
45.1,credit card,0,355
49.94,debit card,0,269
108.11,bank transfer,0,217
96.47,credit card,0,164
222.26,debit card,0,333
107.85,PayPal,0,132
223.84,debit card,0,222
235.88,debit card,0,172
432.16,bank transfer,0,143
22.51,PayPal,0,193
13.27,PayPal,0,300
520.96,bank transfer,0,260
82.45,credit card,0,97
243.57,bank transfer,0,339
192.64,PayPal,0,134
65.5,PayPal,0,229
12.72,PayPal,0,289
257.45,bank transfer,0,74
100.38,credit card,0,268
110.01,bank transfer,0,17
